MSOA21CD,MSOA21NM,nca_name,overlap_percentage,overlap_type,total_employment,agri_soc_121,agri_soc_511,agri_soc_911,total_agri_employment,agri_percentage_121,agri_percentage_511,agri_percentage_911,total_agri_percentage,skill_matched_employment,skill_matched_percentage,C2021_OCC_105_NAME_top_1,C2021_OCC_105_NAME_top_2,C2021_OCC_105_NAME_top_3,C2021_OCC_105_NAME_top_4,C2021_OCC_105_NAME_top_5,OBS_VALUE_top_1,OBS_VALUE_top_2,OBS_VALUE_top_3,OBS_VALUE_top_4,OBS_VALUE_top_5,shannon_diversity,simpson_diversity,effective_occupations,top_1_concentration,top_3_concentration,top_5_concentration,hhi,occupations_over_1pct,occupations_over_2pct,occupations_over_5pct,dominance_ratio,concentration_category
E02005487,South Kesteven 012,Kesteven Uplands,79.82950421783312,Partially Within,4548,38,93,21,152,0.8355321020228672,2.044854881266491,0.46174142480211083,3.342128408091469,204,4.485488126649076,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,112 Production Managers and Directors,711 Sales Assistants and Retail Cashiers,125 Managers and Proprietors in Other Services,229,224,178,156,155,4.185673647361067,0.9792336256516052,48.15477093994012,5.035180299032542,13.874230430958661,20.71240105540897,207.66374348394802,29,15,1,1.0223214285714286,Diverse
E02003240,Peterborough 004,Kesteven Uplands,27.7322599769626,Partially Within,3561,18,42,15,75,0.5054759898904801,1.1794439764111204,0.42122999157540014,2.1061499578770007,158,4.436955911260882,331 Protective Service Occupations,113 Functional Managers and Directors,821 Road Transport Drivers,231 Teaching and other Educational Professionals,"355 Sales, Marketing and Related Associate Professionals",168,157,126,123,112,4.194615383590699,0.9801463181785957,50.36849129524665,4.717775905644482,12.664981746700366,19.264251614714965,198.53681821404317,34,13,0,1.070063694267516,Diverse
E02005486,South Kesteven 011,Kesteven Uplands,14.07868720847561,Partially Within,4553,24,56,15,95,0.5271249725455743,1.2299582692730067,0.32945310784098397,2.086536349659565,372,8.170437074456402,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,821 Road Transport Drivers,922 Elementary Cleaning Occupations,289,208,184,149,148,4.17834949379117,0.9789217064180379,47.44217059656848,6.347463211069624,14.957171095980673,21.480342631232155,210.78293581962092,34,13,1,1.3894230769230769,Diverse
E02003237,Peterborough 001,Kesteven Uplands,64.71509485205367,Partially Within,2872,12,33,5,50,0.4178272980501393,1.149025069637883,0.17409470752089137,1.7409470752089138,146,5.083565459610028,113 Functional Managers and Directors,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,613 Caring Personal Services,112 Production Managers and Directors,137,125,104,103,100,4.155266393490183,0.9793860227651865,48.51077444245789,4.770194986072424,12.74373259052925,19.81197771587744,206.1397723481351,35,16,0,1.096,Diverse
E02005491,South Kesteven 016,Kesteven Uplands,77.13219333546995,Partially Within,5593,16,58,15,89,0.28607187555873415,1.0370105489004113,0.26819238333631323,1.5912748077954584,241,4.308957625603433,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",613 Caring Personal Services,346,271,256,204,184,4.16171195337315,0.9782818674296869,46.044474439156936,6.1863043089576255,15.608796710173431,22.546039692472732,217.1813257031303,33,14,1,1.2767527675276753,Diverse
E02005488,South Kesteven 013,Kesteven Uplands,42.60008766035349,Partially Within,3245,11,24,15,50,0.3389830508474576,0.7395993836671803,0.46224961479198773,1.5408320493066257,167,5.14637904468413,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",157,154,138,137,117,4.163684371743337,0.9790597838086804,47.75499884354266,4.8382126348228045,13.836671802773498,21.664098613251152,209.40216191319584,30,16,0,1.0194805194805194,Diverse
E02005481,South Kesteven 006,Kesteven Uplands,45.215110606760526,Partially Within,6303,9,47,27,83,0.14278914802475012,0.7456766619070284,0.42836744407425037,1.316833254006029,772,12.248135808345232,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,925 Elementary Storage Occupations,922 Elementary Cleaning Occupations,821 Road Transport Drivers,359,358,272,253,242,4.125639193672795,0.9774428285234658,44.33179935881055,5.695700460098366,15.690940821830873,23.54434396319213,225.57171476534234,33,12,2,1.0027932960893855,Diverse
E02006059,Mendip 013,Mid Somerset Hills,60.431527150676125,Partially Within,3355,45,159,64,268,1.3412816691505216,4.73919523099851,1.9076005961251863,7.988077496274218,184,5.484351713859911,511 Agricultural and Related Trades,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,125 Managers and Proprietors in Other Services,711 Sales Assistants and Retail Cashiers,159,146,126,125,120,4.188432138267545,0.9797476462605582,49.37697676356921,4.73919523099851,12.84649776453055,20.14903129657228,202.52353739441764,32,15,0,1.0890410958904109,Diverse
E02006063,Sedgemoor 003,Mid Somerset Hills,20.63858226848968,Partially Within,3282,36,158,34,228,1.0968921389396709,4.814137720901889,1.035953686776356,6.946983546617916,137,4.174283973187081,113 Functional Managers and Directors,511 Agricultural and Related Trades,112 Production Managers and Directors,125 Managers and Proprietors in Other Services,531 Construction and Building Trades,172,158,150,127,119,4.15406958639434,0.9783278577850265,46.142185210887504,5.2407068860450945,14.625228519195613,22.120658135283364,216.7214221497348,33,14,1,1.0886075949367089,Diverse
E02006051,Mendip 005,Mid Somerset Hills,18.10375143980715,Partially Within,3825,35,182,31,248,0.9150326797385622,4.758169934640523,0.8104575163398693,6.483660130718954,165,4.313725490196078,711 Sales Assistants and Retail Cashiers,511 Agricultural and Related Trades,231 Teaching and other Educational Professionals,613 Caring Personal Services,112 Production Managers and Directors,186,182,173,154,142,4.1838154582431635,0.979042385407322,47.71535403410703,4.862745098039216,14.143790849673204,21.88235294117647,209.5761459267803,28,15,0,1.0219780219780221,Diverse
E02006081,South Somerset 007,Mid Somerset Hills,78.41448236621697,Partially Within,2512,23,94,27,144,0.9156050955414012,3.7420382165605095,1.0748407643312101,5.7324840764331215,131,5.214968152866242,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,511 Agricultural and Related Trades,113 Functional Managers and Directors,125,107,96,94,89,4.201486245744998,0.9799297765629438,49.82505566697724,4.976114649681529,13.05732484076433,20.34235668789809,200.7022343705627,28,13,0,1.1682242990654208,Diverse
E02006078,South Somerset 004,Mid Somerset Hills,53.56211770246255,Partially Within,2890,27,106,32,165,0.9342560553633217,3.667820069204152,1.107266435986159,5.709342560553633,114,3.944636678200692,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,511 Agricultural and Related Trades,113 Functional Managers and Directors,158,135,119,106,91,4.162666733981325,0.978890578417404,47.372212264900064,5.46712802768166,14.2560553633218,21.07266435986159,211.0942158259599,29,18,1,1.1703703703703703,Diverse
E02006076,South Somerset 002,Mid Somerset Hills,34.060646372347804,Partially Within,4193,36,149,49,234,0.8585738134986883,3.553541616980682,1.1686143572621035,5.580729787741474,217,5.175292153589315,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,511 Agricultural and Related Trades,113 Functional Managers and Directors,200,190,166,149,144,4.1930663125996155,0.9798154840989967,49.54292710831321,4.769854519437157,13.260195564035296,20.24803243501073,201.84515901003394,32,14,0,1.0526315789473684,Diverse
E02006084,South Somerset 010,Mid Somerset Hills,11.2737341120923,Partially Within,3315,22,140,23,185,0.6636500754147813,4.223227752639517,0.693815987933635,5.580693815987934,155,4.675716440422323,613 Caring Personal Services,511 Agricultural and Related Trades,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,159,140,139,133,126,4.2055603854968044,0.980005232398099,50.01308441839191,4.796380090497738,13.21266968325792,21.025641025641026,199.94767601900952,30,13,0,1.1357142857142857,Diverse
E02006072,Sedgemoor 012,Mid Somerset Hills,37.07420963527494,Partially Within,4421,41,154,51,246,0.9273919927618186,3.4833748020809767,1.1535851617281159,5.564351956570912,238,5.3833974213978735,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,112 Production Managers and Directors,231 Teaching and other Educational Professionals,209,199,171,167,154,4.199861097254614,0.9799029850795905,49.75863350653384,4.727437231395612,13.096584483148611,20.35738520696675,200.97014920409526,33,13,0,1.050251256281407,Diverse
E02006112,Somerset West and Taunton 019,Mid Somerset Hills,21.462349411039078,Partially Within,3873,43,125,18,186,1.110250451846114,3.2274722437387036,0.46475600309837334,4.802478698683191,109,2.81435579654015,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,531 Construction and Building Trades,201,165,150,148,136,4.1639132930926355,0.9790202470925417,47.66500370195012,5.189775367931835,13.32300542215337,20.655822359927704,209.79752907458328,31,15,1,1.218181818181818,Diverse
E02006103,Somerset West and Taunton 009,Mid Somerset Hills,46.143536054754215,Partially Within,3630,24,98,36,158,0.6611570247933884,2.6997245179063363,0.9917355371900827,4.352617079889807,126,3.4710743801652892,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,112 Production Managers and Directors,231 Teaching and other Educational Professionals,180,174,139,122,115,4.190873979667944,0.9799606887811245,49.90191474535705,4.958677685950414,13.581267217630854,20.110192837465565,200.39311218875457,33,14,0,1.0344827586206897,Diverse
E02006058,Mendip 012,Mid Somerset Hills,23.84873462152921,Partially Within,3907,12,127,31,170,0.3071410289224469,3.2505758894292294,0.7934476580496544,4.351164576401331,198,5.067826977220373,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,231 Teaching and other Educational Professionals,531 Construction and Building Trades,511 Agricultural and Related Trades,229,186,183,167,127,4.14594021481047,0.9779361451416275,45.322995751149804,5.861274635270028,15.30586127463527,22.83081648323522,220.6385485837244,29,16,1,1.2311827956989247,Diverse
E02006077,South Somerset 003,Mid Somerset Hills,80.67102045546409,Partially Within,2691,16,87,14,117,0.5945745076179859,3.2329988851727984,0.5202526941657376,4.3478260869565215,141,5.2396878483835,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,112 Production Managers and Directors,231 Teaching and other Educational Professionals,158,140,113,92,88,4.158194767263565,0.9785434775013564,46.60587474336613,5.87142326272761,15.27313266443701,21.962095875139354,214.5652249864358,31,16,2,1.1285714285714286,Diverse
E02006093,South Somerset 019,Mid Somerset Hills,21.8608620732136,Partially Within,3919,16,101,26,143,0.40826741515692777,2.577188058178107,0.6634345496300076,3.648890022965042,228,5.8178106659862205,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,112 Production Managers and Directors,213,186,185,128,109,4.18936584817908,0.9794713189601552,48.71233558839294,5.4350599642766015,14.901760653227864,20.949221740239857,205.28681039844815,32,16,1,1.1451612903225807,Diverse
E02006057,Mendip 011,Mid Somerset Hills,58.47186847865571,Partially Within,3557,12,90,17,119,0.33736294630306435,2.5302220972729828,0.4779308405960078,3.3455158841720554,189,5.313466404273264,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,231 Teaching and other Educational Professionals,"341 Artistic, Literary and Media Occupations",926 Other Elementary Services Occupations,250,243,129,114,109,4.115589320673824,0.9760402281049005,41.736624387669266,7.028394714647175,17.48664605004217,23.75597413550745,239.5977189509944,30,15,2,1.02880658436214,Diverse
E02006055,Mendip 009,Mid Somerset Hills,17.06391787227539,Partially Within,4838,13,65,28,106,0.2687060768912774,1.3435303844563868,0.5787515502273667,2.190988011575031,526,10.872261264985532,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,821 Road Transport Drivers,811 Process Operatives,531 Construction and Building Trades,329,305,242,194,190,4.098782569666146,0.9754381779494394,40.71359192903114,6.800330715171558,18.106655642827615,26.0438197602315,245.61822050560525,30,12,3,1.0786885245901638,Diverse
E02006060,Mendip 014,Mid Somerset Hills,22.86230376109938,Partially Within,3923,4,66,14,84,0.10196278358399186,1.6823859291358652,0.3568697425439714,2.1412184552638287,241,6.143257710935508,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,531 Construction and Building Trades,922 Elementary Cleaning Occupations,821 Road Transport Drivers,294,231,185,167,135,4.0719804680384435,0.9746767512702625,39.48940401259356,7.4942645934234,18.09839408615855,25.796584246749937,253.23248729737477,30,15,2,1.2727272727272727,Diverse
E02006054,Mendip 008,Mid Somerset Hills,49.60789102897751,Partially Within,3654,8,49,14,71,0.21893814997263275,1.3409961685823755,0.38314176245210724,1.9430760810071155,210,5.747126436781609,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,231 Teaching and other Educational Professionals,531 Construction and Building Trades,113 Functional Managers and Directors,237,208,182,134,119,4.15480981086851,0.9773549707018933,44.15980155448983,6.486042692939245,17.15927750410509,24.0831964969896,226.450292981067,31,13,2,1.139423076923077,Diverse
E02004014,Eden 007,North Pennines,32.73028643969617,Partially Within,3784,49,393,87,529,1.2949260042283297,10.38583509513742,2.299154334038055,13.979915433403805,162,4.281183932346723,511 Agricultural and Related Trades,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,613 Caring Personal Services,393,234,175,163,133,4.025310457510038,0.9702933012707338,33.66244122625541,10.38583509513742,21.19450317124736,29.016913319238903,297.0669872926621,25,13,2,1.6794871794871795,Highly Concentrated (10%+ in 1 occupation)
E02004008,Eden 001,North Pennines,63.92016504729128,Partially Within,3236,44,317,79,440,1.3597033374536465,9.796044499381953,2.4412855377008653,13.597033374536466,142,4.388133498145859,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,613 Caring Personal Services,231 Teaching and other Educational Professionals,317,147,130,123,106,4.094879732243902,0.9736279586420385,37.91894553881808,9.796044499381953,18.355995055624227,25.432632880098886,263.720413579615,26,14,1,2.1564625850340136,Diverse
E02005733,Northumberland 040,North Pennines,68.44051674613499,Partially Within,3885,58,311,66,435,1.492921492921493,8.005148005148005,1.698841698841699,11.196911196911197,145,3.7323037323037322,511 Agricultural and Related Trades,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,311,192,151,138,121,4.1440885886766905,0.9766359409602653,42.800782102943806,8.005148005148005,16.833976833976834,23.500643500643502,233.64059039734715,31,12,1,1.6197916666666667,Diverse
E02004013,Eden 006,North Pennines,19.4634596526058,Partially Within,5020,62,390,104,556,1.2350597609561753,7.768924302788845,2.0717131474103585,11.07569721115538,294,5.856573705179283,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,613 Caring Personal Services,390,220,215,212,205,4.132099282578928,0.9763015666417993,42.196882168751365,7.768924302788845,16.43426294820717,24.741035856573706,236.98433358200663,30,13,1,1.7727272727272727,Diverse
E02005728,Northumberland 037,North Pennines,58.76378374612964,Partially Within,2976,39,187,44,270,1.310483870967742,6.283602150537634,1.478494623655914,9.07258064516129,167,5.611559139784946,511 Agricultural and Related Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,926 Other Elementary Services Occupations,187,167,154,152,99,4.131360080194703,0.9765521122384091,42.647764701350226,6.283602150537634,17.06989247311828,25.50403225806452,234.47887761590937,35,12,4,1.1197604790419162,Diverse
E02007022,County Durham 067,North Pennines,78.88880818944565,Partially Within,5213,38,346,54,438,0.7289468636102052,6.6372530212929215,1.0358718588145022,8.402071743717629,336,6.445424899290236,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,613 Caring Personal Services,531 Construction and Building Trades,346,212,204,199,188,4.190279546128865,0.9787630114608563,47.08765549111715,6.6372530212929215,14.617302896604642,22.041051218108578,212.3698853914366,29,13,1,1.6320754716981132,Diverse
E02003988,Carlisle 002,North Pennines,20.95183126604555,Partially Within,2974,25,147,41,213,0.8406186953597847,4.942837928715535,1.378614660390047,7.162071284465367,156,5.245460659045057,613 Caring Personal Services,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,162,147,136,125,113,4.183144637210115,0.9788057810144769,47.18267753499488,5.447209145931406,14.963012777404169,22.96570275722932,211.94218985523042,30,12,1,1.1020408163265305,Diverse
E02004348,County Durham 042,North Pennines,92.161216146379,Partially Within,3439,21,196,29,246,0.6106426286711254,5.699331200930503,0.8432683919744113,7.15324222157604,191,5.55394009886595,511 Agricultural and Related Trades,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,196,170,128,125,123,4.217957440114662,0.9798362538526105,49.59395901388429,5.699331200930503,14.3646408839779,21.57603954637976,201.63746147389458,33,12,1,1.1529411764705884,Diverse
E02003993,Carlisle 007,North Pennines,20.909574411341396,Partially Within,4204,41,214,36,291,0.9752616555661274,5.090390104662227,0.8563273073263558,6.92197906755471,153,3.6393910561370126,511 Agricultural and Related Trades,231 Teaching and other Educational Professionals,112 Production Managers and Directors,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,214,165,151,151,149,4.187308637781495,0.9797320480426869,49.33897623726997,5.090390104662227,12.607040913415796,19.743101807802095,202.67951957313093,33,15,1,1.296969696969697,Diverse
E02007107,Northumberland 043,North Pennines,40.192864485016685,Partially Within,3722,19,100,40,159,0.5104782375067168,2.6867275658248255,1.07469102632993,4.271896829661472,105,2.8210639441160668,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,125 Managers and Proprietors in Other Services,613 Caring Personal Services,112 Production Managers and Directors,200,183,163,127,121,4.168546518512037,0.9788544001552267,47.29116257476036,5.373455131649651,14.669532509403545,21.332616872649112,211.4559984477327,35,13,1,1.092896174863388,Diverse
E02005730,Northumberland 035,North Pennines,11.714584076411096,Partially Within,5420,22,102,26,150,0.40590405904059035,1.8819188191881917,0.4797047970479705,2.7675276752767526,230,4.243542435424354,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,223 Nursing and Midwifery Professionals,321,304,284,175,168,4.16998288122454,0.9779539358124208,45.35957037462518,5.922509225092251,16.771217712177123,23.099630996309966,220.46064187579142,27,11,3,1.055921052631579,Diverse
E02004305,County Durham 014,North Pennines,74.4433984671338,Partially Within,4731,4,68,6,78,0.08454872120059184,1.4373282604100612,0.12682308180088775,1.6487000634115407,372,7.863031071655041,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,223 Nursing and Midwifery Professionals,231 Teaching and other Educational Professionals,323,237,188,156,150,4.159325935214955,0.9783617554912996,46.21446992143543,6.827309236947792,15.810610864510673,22.278588036355952,216.382445087004,34,12,2,1.3628691983122363,Diverse
E02006573,Chichester 013,South Coast Plain,99.28321651508561,Fully Within,4902,35,128,20,183,0.7139942880456956,2.6111791105671154,0.4079967360261118,3.733170134638923,157,3.2027743778049773,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,613 Caring Personal Services,125 Managers and Proprietors in Other Services,531 Construction and Building Trades,235,232,229,198,183,4.149026139109814,0.9784091323352645,46.315878339308426,4.793961648306814,14.198286413708692,21.97062423500612,215.90867664735552,30,16,0,1.0129310344827587,Diverse
E02006572,Chichester 012,South Coast Plain,99.97414708237964,Fully Within,5604,19,100,87,206,0.33904354032833695,1.7844396859386153,1.5524625267665952,3.675945753033547,323,5.763740185581727,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,926 Other Elementary Services Occupations,332,291,207,189,185,4.203805851802108,0.9793645025654664,48.46018387356609,5.924339757316202,14.810849393290507,21.484653818700927,206.3549743453361,32,11,2,1.140893470790378,Diverse
E02006544,Arun 003,South Coast Plain,99.54630494485353,Fully Within,5523,34,127,26,187,0.6156074597139236,2.299474923049068,0.4707586456635886,3.38584102842658,228,4.1281912004345465,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,531 Construction and Building Trades,295,241,236,235,187,4.201418856130285,0.9793609126340759,48.4517547830645,5.341300018106102,13.977910555857322,21.618685497012493,206.39087365924118,28,13,1,1.2240663900414939,Diverse
E02006547,Arun 006,South Coast Plain,99.75715002066126,Fully Within,3071,9,80,14,103,0.29306414848583523,2.6050146532074243,0.4558775643112993,3.353956366004559,153,4.982090524259199,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,231 Teaching and other Educational Professionals,224,175,109,99,91,4.130609806518176,0.9769008532568144,43.29164237614127,7.294041028980788,16.541843047867143,22.72875284923478,230.99146743185614,32,16,2,1.28,Diverse
E02006574,Chichester 014,South Coast Plain,96.98344108362197,Fully Within,4383,17,107,17,141,0.38786219484371437,2.4412502851927904,0.38786219484371437,3.2169746748802193,282,6.4339493497604385,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,113 Functional Managers and Directors,377,209,188,131,130,4.118384247986918,0.9757179453584408,41.18267645640174,8.601414556240018,17.659137577002053,23.613963039014372,242.82054641559185,31,15,1,1.8038277511961722,Diverse
E02006554,Arun 013,South Coast Plain,99.31713089839542,Fully Within,2786,14,60,8,82,0.5025125628140703,2.1536252692031588,0.2871500358937545,2.9432878679109833,137,4.917444364680545,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,415 Other Administrative Occupations,231 Teaching and other Educational Professionals,170,142,111,97,84,4.163703044968793,0.9785407913323153,46.6000408256385,6.101938262742283,15.183058147882267,21.679827709978465,214.59208667684644,32,15,2,1.1971830985915493,Diverse
E02006571,Chichester 011,South Coast Plain,99.92418434892801,Fully Within,3888,20,73,12,105,0.51440329218107,1.8775720164609055,0.30864197530864196,2.700617283950617,121,3.1121399176954734,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",215,167,160,151,131,4.1859830175827355,0.9795740349116835,48.957295074003305,5.529835390946502,13.940329218106996,21.19341563786008,204.25965088316482,36,14,1,1.2874251497005988,Diverse
E02006557,Arun 016,South Coast Plain,99.99999999998636,Fully Within,3724,5,75,17,97,0.13426423200859292,2.013963480128894,0.45649838882921595,2.6047261009667024,382,10.257787325456498,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,913 Elementary Process Plant Occupations,315,259,154,150,139,4.029130419391724,0.9726080776592394,36.50711284735019,8.458646616541353,19.548872180451127,27.309344790547797,273.919223407606,31,13,2,1.2162162162162162,Diverse
E02006555,Arun 014,South Coast Plain,99.99999999998391,Fully Within,3712,6,63,25,94,0.16163793103448276,1.697198275862069,0.6734913793103448,2.5323275862068964,344,9.267241379310345,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,821 Road Transport Drivers,319,254,199,149,147,4.0195059712818875,0.9720710092152199,35.80508897388991,8.59375,20.79741379310345,28.771551724137932,279.28990784780024,29,11,3,1.2559055118110236,Concentrated (20%+ in top 3)
E02006558,Arun 017,South Coast Plain,97.68126048070229,Fully Within,4982,8,65,48,121,0.16057808109193095,1.304696908871939,0.9634684865515858,2.428743476515456,718,14.411882778000804,613 Caring Personal Services,811 Process Operatives,711 Sales Assistants and Retail Cashiers,913 Elementary Process Plant Occupations,922 Elementary Cleaning Occupations,414,265,247,236,225,4.0080037798738,0.9720800582619308,35.81669365149455,8.309915696507426,18.58691288639101,27.84022480931353,279.1994173806917,30,12,2,1.562264150943396,Diverse
E02006560,Arun 019,South Coast Plain,99.18443619486742,Fully Within,4134,16,69,5,90,0.3870343492985002,1.6690856313497822,0.12094823415578133,2.1770682148040637,204,4.934687953555878,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,926 Other Elementary Services Occupations,421 Secretarial and Related Occupations,286,229,202,135,132,4.110366299643862,0.9764084822687665,42.38811641508217,6.918238993710692,17.34397677793904,23.802612481857764,235.9151773123348,33,17,2,1.2489082969432315,Diverse
E02006550,Arun 009,South Coast Plain,99.82506677573652,Fully Within,4050,4,75,6,85,0.09876543209876544,1.8518518518518516,0.14814814814814814,2.0987654320987654,202,4.987654320987654,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,922 Elementary Cleaning Occupations,279,238,154,147,137,4.102114696149125,0.9764871208657216,42.529883060647705,6.888888888888889,16.5679012345679,23.580246913580247,235.1287913427831,33,15,2,1.1722689075630253,Diverse
E02006545,Arun 004,South Coast Plain,99.66006985483882,Fully Within,5784,9,82,24,115,0.15560165975103735,1.417704011065007,0.4149377593360996,1.9882434301521437,406,7.019363762102351,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,511,320,224,210,196,4.105733444794183,0.9751502451557117,40.2418456949022,8.834716459197788,18.239972337482712,25.259336099585063,248.4975484428834,33,12,2,1.5968750000000003,Diverse
E02004778,Havant 017,South Coast Plain,95.13782114364237,Fully Within,2420,7,38,1,46,0.2892561983471074,1.5702479338842976,0.04132231404958678,1.9008264462809916,105,4.338842975206612,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,112 Production Managers and Directors,152,123,115,76,75,4.137356118603827,0.9777805477767912,45.00560994728186,6.2809917355371905,16.115702479338843,22.355371900826448,222.194522232088,34,14,2,1.2357723577235773,Diverse
E02006548,Arun 007,South Coast Plain,100.00000000000222,Fully Within,4686,8,66,12,86,0.17072129748186088,1.4084507042253522,0.2560819462227913,1.835253947930004,242,5.164319248826291,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,415 Other Administrative Occupations,322,293,182,146,133,4.134559511935114,0.9769039878505894,43.29751792347916,6.871532223644899,17.008109261630388,22.962014511310286,230.96012149410646,30,15,2,1.098976109215017,Diverse
E02006569,Chichester 009,South Coast Plain,98.43864622902385,Fully Within,4541,9,63,10,82,0.1981942303457388,1.387359612420172,0.22021581149526537,1.8057696542611759,123,2.708654481391764,331 Protective Service Occupations,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,613 Caring Personal Services,125 Managers and Proprietors in Other Services,727,184,175,151,137,3.9594179331865544,0.9601857475027135,25.11663380012351,16.009689495705793,23.91543712838582,30.25765249944946,398.14252497286583,29,9,1,3.9510869565217392,Highly Concentrated (10%+ in 1 occupation)
E02006553,Arun 012,South Coast Plain,99.99999999999991,Fully Within,4893,6,66,15,87,0.1226241569589209,1.3488657265481299,0.30656039239730226,1.7780502759043533,381,7.786633966891478,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,374,304,196,192,167,4.116292334947996,0.9758431914459312,41.39619676008777,7.643572450439404,17.862252197016147,25.199264255058246,241.5680855406872,33,12,2,1.230263157894737,Diverse
E02006556,Arun 015,South Coast Plain,99.61568946336881,Fully Within,4555,8,58,14,80,0.17563117453347968,1.2733260153677277,0.30735455543358947,1.756311745334797,214,4.698133918770582,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,531 Construction and Building Trades,231 Teaching and other Educational Professionals,112 Production Managers and Directors,224,219,187,171,152,4.1494433840393885,0.9787489652629587,47.056532181793855,4.9176728869374315,13.830954994511524,20.922063666300765,212.51034737041235,30,18,0,1.0228310502283104,Diverse
